"ID","Entidad","Entidad Acompañante","Sector","Objetivo ","Descripción de los compromisos ","Periodicidad en la ejecución de compromisos","Si se reprogramó","No se reprogramó ","Fecha de Reprogramación","Fecha final de ejecución","Resultados ( Resumen del resultado obtenido de la intervención)","Coordenadas de intervención","Lugar de intervención","Población impactada ","Objetivo Plan de Desarrollo Distrital  ","Programa Plan de Desarrollo Distrital   ","Observación"
"42","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","22/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"43","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","23/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"44","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","24/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"45","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","25/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"46","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","28/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"47","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","29/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"48","IDIPRON- Insituto Distrital de Protección a la Niñez y a la juventud","Alcaldia Local de Santa Fe","Integración Social","Promover la inclusión social de las personas habitantes de la calle, mediante acciones intersectoriales que prevengan la vida en la calle, permitan su superación, y mitiguen y reduzcan el daño ocasionado por esta opción de vida","Realizar  traslados a la Unidad de Protección Integral el OAISIS  de  personas de 14 a 28 años de edad que presenten formas de exclusión extrema asociadas al Fenómeno de habitabilidad en calle.","De lunes a viernes en dos horarios 7:30 a.m. y 9:00 a.m.","0","1","No se reprogramo","30/04/25","para este periodo se generó el traslado de 92 participantes a la Unidad de Protección Integral (UPI) Oasis. ","","San Bernardo","92","Objetivo 2. Bogotá confia en su bien -estar","Programa 9: Reducción de formas extremas de exclusión",""
"49","FUGA- Fundación Gilberto Alzate Avendaño","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","1.	Promover expresiones artisticas en la comunidad mediante acciones de escritura y otras expresiones artísticas .","Entre el 25 de marzo y el 30 de abril del 2025 se realizarán intervenciones todos los miércoles. Seis (6) en total.","0","1","No se reprogramo","2/04/25","Se impactaron 50 ciudadanos y ciudadanas habitantes de calle, de los cuales 30 corresponden a hombres y 20 a mujeres. ","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"50","FUGA- Fundación Gilberto Alzate Avendaño","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","2.	Realizar proyección de cine dirigida a la comunidad del sector de San Bernardo .","9 de abril de 2025","1","0","16 de abril 2025","16/04/25","Actividad que fue reprogramada por temas de seguridad en el sector. Se desarrollo el 16 de abril del año a partir de las 5:00 p.m. en la que se proyectó a la comunidad un ciclo de cortometrajes. Se contó con la participación de 40 hombres y 10 mujeres de la comunidad.","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"51","FUGA- Fundación Gilberto Alzate Avendaño","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","3.	Promover entornos seguros para niños y niñas a través de la estrategia Fuguitas. ","23 de abril de 2025","1","0","30 de abril de 2025","30/04/25","Actividad que se reprogramó para el 30 de abril de 2025 dado proceso de cerramiento adelantado en el predio de las Galias entre el 21 y 25 de abril. Se determinó implementar la estrategia fuguitas en el IED Antonio Jose Uribe sede B en el marco de la Celebración del día de los niños. Se suman a esta actividad los siguientes sectores: a) SDIS con su equipo de infancia; b) Policia Comunitaria con polirumba y pintucaritas y c) SubRed Centro Oriente con oferta de vacunación para el entorno educativo. ","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"52","FUGA- Fundación Gilberto Alzate Avendaño","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","4.	Llevar a cabo un festival musical en el marco de la celebración del día de la niñez: logística, instalación de tarima y sonido, organización de parrilla de artistas. ","26 de abril de 2025","0","1","No se reprogramo","26/04/25","Actividad denominada ""Festival musical y ferias de servicios San Bernardo"" La cual se adelantara el 26 de abril en el parque El educador de San Bernardo como se tenia previsto en el plan  de trabajo. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"53","SED- Secretaria Distrital de Educación","Alcaldia Local de Santa Fe","Educacion","5. Promover actividades dirigidas a la transformación y resignificación  de entornos educativos  ","1. Efectuar un torneo relámpago de banquitas Fútbol por la Paz en articulación con la Fundación Aliada Tiempo de Juego. ","16 de abril de 2025","1","0","15 de abril de 2025","15/04/25","Durante la implementación de la actividad no se identificaron niños ni niñas en el sector por lo que se considera necesario replantear la actividad en una segunda fase de implementación del Plan de Trabajo. ","","San Bernardo","0","Objetivo 3. Bogotá confia en su potencial ","Programa 16. Atención integral a la primera infancia y educación como eje del potencial humano ",""
"54","SED- Secretaria Distrital de Educación","Alcaldia Local de Santa Fe","Educacion","5. Promover actividades dirigidas a la transformación y resignificación  de entornos educativos  ","2. Implementar una galería fotográfica con imágenes antiguas y vigentes del sector de San Bernardo en el marco de acciones de recapitulación de memoria. ","26 de abril de 2025","1","0","Por definir para la segunda Fase del Plan de Trabajo","","Este compromiso se aplaza teniendo en cuenta proceso de cerramiento adelantado en calle 3 predio Galias con el que se indica ","","San Bernardo","0","Objetivo 3. Bogotá confia en su potencial ","Programa 16. Atención integral a la primera infancia y educación como eje del potencial humano ","Por definir para la segunda Fase del Plan de Trabajo"
"55","SED- Secretaria Distrital de Educación","Alcaldia Local de Santa Fe","Educacion","5. Promover actividades dirigidas a la transformación y resignificación  de entornos educativos  ","6. Realizar una feria de servicios dirigida a la comunidad educativa en el marco del cierre preventivo de la calle 4 entre carreras 9 y 10 salida sur de la estación bicentenario de Transmilenio correspondiente a la entrada del Colegio Antonio José Uribe. ","27 de marzo de 2025","0","1","No se reprogramo","27/03/25","Con el cerramiento adelantado en la Calle 4 se generó impacto en la comunidad educativa en torno a la recuperación de su entorno escolar. A partir de este ejercicio el sector educación ha generado una agenda de sostenibilidad en el que se han vinculado acciones intersectoriales que involucran a la comunidad educativa, ","","San Bernardo","850","Objetivo 3. Bogotá confia en su potencial ","Programa 16. Atención integral a la primera infancia y educación como eje del potencial humano ",""
"56","SED- Secretaria Distrital de Educación","Alcaldia Local de Santa Fe","Educacion","5. Promover actividades dirigidas a la transformación y resignificación  de entornos educativos  ","1. Acompañamiento en Busqueda activa de NNA en dos pagadiarios San Bernardo","Compromiso adicional ejecutado no contemplado en el marco del Plan de Trabajo","0","1","No se reprogramo","11/04/25","Se realiza visita a pagadiarios ubicados en el sector de San Bernardo en donde se identificaron niños y niñas que no se encuentran vinculados en el sector educativo. Dado lo anterior se realizó la respectiva activación de ruta para matricula en el Sistema Integrado de Matrículas (SIMAT). ","","San Bernardo","12","Objetivo 3. Bogotá confia en su potencial ","Programa 16. Atención integral a la primera infancia y educación como eje del potencial humano ",""
"57","SED- Secretaria Distrital de Educación","Alcaldia Local de Santa Fe","Educacion","","2. Lectura territorial de desmonte de cambuches en intervención Galias ","Compromiso adicional ejecutado no contemplado en el marco del Plan de Trabajo","0","1","No se reprogramo","21/04/25","Levantamiento de un cambuche estructurado ubicado en el entorno educatiovo Antonio José Uribe Sede B. ","","San Bernardo","50","Objetivo 3. Bogotá confia en su potencial ","Programa 16. Atención integral a la primera infancia y educación como eje del potencial humano ",""
"58","DADEP- Departamento Administrativo de La Defensoría Del Espacio Público","Alcaldia Local de Santa Fe","Gobierno","4. Promover acciones mejoramiento de infraestructura del sector: Iluminarias; parque; tapas de andenes ","3. 	Realizar proceso de embellecimiento del parque de San Bernardo a través de muralismo táctico con el equipo de defensores del espacio público. (Gestión sobre ruta a adelantar de manera conjunta con la Alcaldía local de Santa Fe).  ","30 de abril de 2025","1","0","02 de mayo de 2025","2/05/25","Se llevó a cabo la primera fase de revitalización del parque el Educador de San Bernardo mediante acciones de ornato, pintura de bancas y postes. En este espacio se contó con el acompañamiento institucional de SDIS, IDIPRON, Promoambiental, policia y DCDS de la Secretaria de Gobierno. Se resalta el acompañamiento de la comunidad en la ejecución de esta actividad. ","","San Bernardo","8","Objetivo 1: Bogotá avanza en seguridad","Programa 5: Espacio público seguro e inclusivo. ",""
"59","SDRCD- Secretaría de Cultura, Recreación y Deporte","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","1.	Promover expresiones artisticas en la comunidad mediante acciones de escritura y otras expresiones artísticas .","Entre el 25 de marzo y el 30 de abril del 2025 se realizarán intervenciones todos los miércoles. Seis (6) en total.","0","1","No se reprogramo","2/04/25","Se impactaron 50 ciudadanos y ciudadanas habitantes de calle, de los cuales 30 corresponden a hombres y 20 a mujeres. ","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"60","SDRCD- Secretaría de Cultura, Recreación y Deporte","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","2.	Realizar proyección de cine dirigida a la comunidad del sector de San Bernardo .","9 de abril de 2025","1","0","16 de abril 2025","16/04/25","Actividad que fue reprogramada por temas de seguridad en el sector. Se desarrollo el 16 de abril del año a partir de las 5:00 p.m. en la que se proyectó a la comunidad un ciclo de cortometrajes. Se contó con la participación de 40 hombres y 10 mujeres de la comunidad.","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"61","SDRCD- Secretaría de Cultura, Recreación y Deporte","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","3.	Promover entornos seguros para niños y niñas a través de la estrategia Fuguitas. ","23 de abril de 2025","1","0","30 de abril de 2025","30/04/25","Actividad que se reprogramó para el 30 de abril de 2025 dado proceso de cerramiento adelantado en el predio de las Galias entre el 21 y 25 de abril. Se determinó implementar la estrategia fuguitas en el IED Antonio Jose Uribe sede B en el marco de la Celebración del día de los niños. Se suman a esta actividad los siguientes sectores: a) SDIS con su equipo de infancia; b) Policia Comunitaria con polirumba y pintucaritas y c) SubRed Centro Oriente con oferta de vacunación para el entorno educativo. ","","San Bernardo","50","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"62","SDRCD- Secretaría de Cultura, Recreación y Deporte","Alcaldia Local de Santa Fe","Cultura, recreación y deporte","10. Fomentar prácticas artísticas y culturales que permitan transformar espacios e imaginarios sociales sobre el sector de San Bernardo","4.	Llevar a cabo un festival musical en el marco de la celebración del día de la niñez: logística, instalación de tarima y sonido, organización de parrilla de artistas. ","26 de abril de 2025","0","1","No se reprogramo","26/04/25","Actividad denominada ""Festival musical y ferias de servicios San Bernardo"" La cual se adelantara el 26 de abril en el parque El educador de San Bernardo como se tenia previsto en el plan  de trabajo. ","","San Bernardo","0","Objetivo 2. Bogotá confia en su bien-estar ","Programa 14. Bogotá deportiva, recreativa, artistica, patrimonial e intercultural. ",""
"63","Consejería de paz , victimas y reconciliación","Alcaldia Local de Santa Fe","Gestión pública","13. Identificar y atender a víctimas del conflicto armado residentes del sector de San Bernardo. ","1. Realizar búsqueda activa de personas que han sido beneficiarias de los servicios ofertados por la Alta Consejería de Paz, Víctimas y Reconciliación y de potenciales beneficiarios que puedan integrarse en la Ruta. ","Entre el 25 de marzo y el 30 de abril del 2025 se realizaran tres intervenciones. ","0","1","No se reprogramo","26/04/25","Los recorridos tuvieron un doble propósito: por un lado,identificar y atender a personas víctimas del conflicto, brindándoles información sobres sus derechos y acceso a rutas institucionales de atención; y por otro, monitorear posbles situaciones de vulneración de derechos a miembros de la comunidad Emberá, con el fin de garantizar una intervención oportuna y coordinada por parte de las entidades.     A lo largode 19 dias de trabajo, el equipo de la Consejria logró atender de manera directa 17 personas con reconocimiento como víctimas del conflicto armado quienes recibieron orioentación juridoca y atención psicosocial ","","San Bernardo","17","Objetivo 2. Bogotá confía en su bien-estar","Programa 13: Bogotá, un territorio
de paz y reconciliación
donde todos puedan
volver a empezar",""
"64","Consejería de paz , victimas y reconciliación","Alcaldia Local de Santa Fe","Gestión pública","13. Identificar y atender a víctimas del conflicto armado residentes del sector de San Bernardo. ","2. Desarrollar acciones de reconstrucción de la memoria histórica del territorio con los habitantes de la comunidad.","Se Proyecta para  el 03 de mayo del 2025. ","0","1","No se reprogramo","3/05/25","Teniendo en cuenta los resultados obtenidos del proceso de búsqueda activa adelantado y las dinámicas territoriales se replanteara la fecha correspondiente al mes de mayo. ","","San Bernardo","0","Objetivo 2. Bogotá confía en su bien-estar","Programa 13: Bogotá, un territorio
de paz y reconciliación
donde todos puedan
volver a empezar",""
"65","Consejería de paz , victimas y reconciliación","Alcaldia Local de Santa Fe","Gestión pública","13. Identificar y atender a víctimas del conflicto armado residentes del sector de San Bernardo. ","3. Adelantar acciones de acompañamiento psicosocial a población víctima del conflicto armado mediante atención individual o de carácter grupal. ","Se definirá de acuerdo con el recorrido del 27 de marzo del 2025. ","0","1","No se reprogramo","27/03/25","Las personas no se están presentando de manera grupal por temas concernientes a operativos y presencia de CHC. Se va a verificar mañana con la activación si hay mayor disposición de la comunidad.","","San Bernardo","0","Objetivo 2. Bogotá confía en su bien-estar","Programa 13: Bogotá, un territorio
de paz y reconciliación
donde todos puedan
volver a empezar",""
"66","Alcaldía Local de Santa Fe","Alcaldia Local de Santa Fe","Gobierno","5. Promover actividades dirigidas a la transformación y resignificación  de entornos educativos  ","3. Efectuar el cerramiento preventivo de la calle 4 entre carreras 9 y 10 salida sur de la estación bicentenario de Transmilenio correspondiente a la entrada del Colegio Antonio José Uribe Sede A. ","27 de marzo de 2025","0","1","No se reprogramo","27/03/25","Se llevó a cabo el cerramiento preventivo de la calle 4 entre carreras 9 y 10 salida sur de la estación bicentenario de Transmilenio correspondiente a la entrada del Colegio Antonio Jose Uribe Sede A. Se llevaron a cabo actividades de limpieza del entorno educativo mediante acciones de hidrolavado y barrido según lo programado y acciones de caracter cultural y de oferta de servicios dirigida a la comunidad educativa. ","","San Bernardo","850","Objetivo 1. Bogotá avanza en seguridad ","Programa 6: movilidad segura e inclusiva ",""
"67","Alcaldía Local de Santa Fe","Alcaldia Local de Santa Fe","Gobierno","6. Programar un operativo de Inspección, Vigilancia y Control (IVC) en articulación con las entidades competentes, con el fin de adoptar las medidas necesarias para la recuperación del espacio público y la mitigación de los impactos ambientales y de salubridad asociados. ","1. Programar  operativos de Inspección, Vigilancia y Control (IVC) en los cuales se aborden los siguientes elementos: a) Abordaje de cambuches estructurados; b) Realizar intervención interinstitucional para la recolección de residuos; c) Recuperación de puntos críticos de acumulación de residuos; d)  Recuperación del espacio público en el que se evidencia Ocupación indebida mediante actividades de almacenamiento y separación de materiales de reciclaje las cuales no están permitidas conforme a la normatividad vigente","Se realizarán dos (2) intervenciones (1 y 14 debril de 2025).","1","0","01 de abril de 2025    11 de abril de 2025   21 de abril de 2025  29 de abril de 2025","1/04/25","a) 01 de abril: Se llevo a cabo una megatoma                                                                                                                                                                                                                                                            ","","San Bernardo","0","Objetivo 1. Bogotá avanza en seguridad ","Programa 6: movilidad segura e inclusiva ",""
"68","Alcaldía Local de Santa Fe","Alcaldia Local de Santa Fe","Gobierno","6. Programar un operativo de Inspección, Vigilancia y Control (IVC) en articulación con las entidades competentes, con el fin de adoptar las medidas necesarias para la recuperación del espacio público y la mitigación de los impactos ambientales y de salubridad asociados. ","1. Programar  operativos de Inspección, Vigilancia y Control (IVC) en los cuales se aborden los siguientes elementos: a) Abordaje de cambuches estructurados; b) Realizar intervención interinstitucional para la recolección de residuos; c) Recuperación de puntos críticos de acumulación de residuos; d)  Recuperación del espacio público en el que se evidencia Ocupación indebida mediante actividades de almacenamiento y separación de materiales de reciclaje las cuales no están permitidas conforme a la normatividad vigente","Se realizarán dos (2) intervenciones (1 y 14 debril de 2025).","1","0","11 de abril de 2025","11/04/25","  b) 11 de abril: Se realizo operativo en pagadiarios.  ","","San Bernardo","0","Objetivo 1. Bogotá avanza en seguridad ","Programa 6: movilidad segura e inclusiva ",""
"69","Alcaldía Local de Santa Fe","Alcaldia Local de Santa Fe","Gobierno","6. Programar un operativo de Inspección, Vigilancia y Control (IVC) en articulación con las entidades competentes, con el fin de adoptar las medidas necesarias para la recuperación del espacio público y la mitigación de los impactos ambientales y de salubridad asociados. ","1. Programar  operativos de Inspección, Vigilancia y Control (IVC) en los cuales se aborden los siguientes elementos: a) Abordaje de cambuches estructurados; b) Realizar intervención interinstitucional para la recolección de residuos; c) Recuperación de puntos críticos de acumulación de residuos; d)  Recuperación del espacio público en el que se evidencia Ocupación indebida mediante actividades de almacenamiento y separación de materiales de reciclaje las cuales no están permitidas conforme a la normatividad vigente","Se realizarán dos (2) intervenciones (1 y 14 debril de 2025).","1","0","21 de abril de 2025","21/04/25","            d) 21 de abril: Se lideró proceso de cerramiento lote Galias en calle 3.   ","","San Bernardo","0","Objetivo 1. Bogotá avanza en seguridad ","Programa 6: movilidad segura e inclusiva ",""
"70","Alcaldía Local de Santa Fe","Alcaldia Local de Santa Fe","Gobierno","6. Programar un operativo de Inspección, Vigilancia y Control (IVC) en articulación con las entidades competentes, con el fin de adoptar las medidas necesarias para la recuperación del espacio público y la mitigación de los impactos ambientales y de salubridad asociados. ","1. Programar  operativos de Inspección, Vigilancia y Control (IVC) en los cuales se aborden los siguientes elementos: a) Abordaje de cambuches estructurados; b) Realizar intervención interinstitucional para la recolección de residuos; c) Recuperación de puntos críticos de acumulación de residuos; d)  Recuperación del espacio público en el que se evidencia Ocupación indebida mediante actividades de almacenamiento y separación de materiales de reciclaje las cuales no están permitidas conforme a la normatividad vigente","Se realizarán dos (2) intervenciones (1 y 14 debril de 2025).","1","0","29 de abril de 2025","29/04/25","   c) 29 de abril: Se realizo operativos de IVC en bodegas de reciclaje en jornada mañana y en la tarde operativos en pagadiarios.      ","","San Bernardo","0","Objetivo 1. Bogotá avanza en seguridad ","Programa 6: movilidad segura e inclusiva ",""
